author;key;affiliation;university_homepage
Thao Nguyen;conf/ercimdl/DanDNSSKD98;Universidad Nacional de General Sarmiento;http://www.ungs.edu.ar/
Tharam S. Dillon;journals/tkde/ZhouD96|journals/tkde/LuD94|journals/tkde/ZhouD95;Chonbuk Sanup University of Technology (Howon University);http://www.howon.ac.kr/
The Tandem Performance Group;conf/sigmod/Group88;Haramaya University;http://www.haramaya.edu.et/
Themistoklis Palpanas;journals/sigmod/Palpanas00;Heisei International University;http://www.hiu.ac.jp/
Theo Dirk Meijler;conf/esec/MeijlerDE98;International Culinary Institute (ICI);http://www.ici-luzern.com/
Theo Härder;journals/tods/Harder78|journals/tods/EffelsbergH84|journals/vldb/HarderST99|journals/vldb/HarderR96|journals/vldb/DesslochHMMT98|journals/vldb/HarderR93|journals/csur/HarderR83|conf/icde/RitterMHGS94|conf/dasfaa/ThomasGHM95|conf/sigmod/GesmannGHHKMS92|conf/sigmod/HarderR87|conf/vldb/HarderP84|conf/vldb/HarderMMS87|conf/vldb/NinkHR99|conf/vldb/Harder77|conf/adbis/ZhangH97|journals/is/EffelsbergHR80|journals/is/HarderP87|journals/is/Harder88|journals/is/Harder84|journals/dke/RezendeH97|journals/dke/HarderHMM88|journals/dke/HarderMS91|journals/debu/HarderSS89|journals/debu/HarderPR85|journals/ife/HarderMNR95|journals/ife/HarderHLM87|conf/ride/HubelMGGKSH92|conf/btw/HarderR85|conf/icod/EffelsbergHR80|conf/ds/HarderR79|conf/conpar/HarderHM86|conf/efdbs/HarderST97|conf/bncod/RezendeHGL97|conf/dpds/HarderSS88|conf/objekt/DesslochHLM92|conf/oodbs/Harder86|conf/ngits/ZhangHT97|conf/dexa/ChenH94|conf/dexa/RezendeH95|conf/cikm/ChenH94|conf/cikm/RezendeH94|conf/mmb/Harder87|conf/mmb/HarderR85|conf/mmb/BohnHR91;Heisei International University;http://www.hiu.ac.jp/
Theo P. van der Weide;journals/tkde/ProperW95|journals/is/BommelHW91|journals/is/HofstedePW93|journals/dke/ProperW95|journals/dke/ProperW94|journals/dke/BommelW92|journals/dke/HofstedeW93|journals/cj/HofstedePW96|conf/dexa/HofstedePW94|conf/adc/ProperW93|conf/caise/HofstedePW92;Tokyo University of Agriculture and Technology;http://www.tuat.ac.jp/
Theodor D. Sterling;journals/cacm/Sterling74;Heisei International University;http://www.hiu.ac.jp/
Theodor Holm Nelson;conf/ifip/Nelson80;Quantum-Veritas International University;http://www.qvius.edu/
Theodore A. Linden;journals/csur/Linden76;Fachhochschule JOANNEUM;http://www.fh-joanneum.at/
Theodore A. Norman;journals/cacm/PetersonN77;Kyoritsu Woman's University;http://www.kyoritsu-wu.ac.jp/
Theodore Andronikos;conf/cdb/AfratiAK97;Universidad Autónoma de Nuevo León;http://www.uanl.mx/
Theodore Bially;journals/tit/Bially69;Baltimore International College;http://www.bic.edu/
Theodore D. Friedman;journals/cacm/FriedmanH74|conf/sp/FriedmanH80;Brunel University Uxbridge;http://www.brunel.ac.uk/
Theodore Dalamagas;conf/vdb/DalamagasSS98;Chongqing Three Gorges University;http://www.sanxiau.edu.cn/
Theodore G. Kavalieros;conf/cdb/AfratiAK97;Jishou University;http://www.jsu.edu.cn/
Theodore H. Romer;conf/asplos/RomerLVWWBBL96;University of Negros Occidental-Recoletos;http://www.uno-r.edu.ph/
Theodore Johnson;journals/tods/JohnsonS93|journals/debu/BarbaraDFHHIJJNPRS97|journals/debu/JohnsonS97|journals/debu/JohnsonS99|conf/icde/Johnson98|conf/sigmod/JohnsonK93|conf/sigmod/HongJC93|conf/vldb/JohnsonM98|conf/vldb/LakshmananJN00|conf/vldb/Johnson99|conf/vldb/JohnsonS94|conf/pods/JohnsonS89|conf/pods/JohnsonS90|journals/is/HansonJ96|journals/jcss/JohnsonS93|conf/sigmetrics/Johnson90|conf/rtdb/HongCJ96|conf/ssdbm/KornJJ99|conf/kdd/JohnsonKN98|conf/kdd/JohnsonD98|conf/kdd/DuMouchelVJCP99;University of Perugia;http://www.unipg.it/
Theodore L. Ross;journals/tse/ShawDKRYZ95;Université Hassan Ier - Settat;http://www.uh1.ac.ma/
Theodore P. Baker;journals/siamcomp/Baker78a|conf/rtss/Baker90;Fachhochschule Düsseldorf;http://www.fh-duesseldorf.de/
Theodore R. Bashkow;conf/isca/SullivanB77;Queensland University of Technology;http://www.qut.edu.au/
Theodore Rotwitt Jr.;conf/sigmod/MaineR71;Tabari Institute of Higher Education;http://www.tabari.ac.ir/ 
Theodore S. Norvell;conf/icde/CruzN89;Reformed Theological Academy of Debrecen;http://www.drk.hu/
Theodore W. Leung;conf/icde/SubramanianLVZ95|conf/dbpl/LeungMSVVZ93|conf/dbpl/Leung95|conf/dbpl/SubramanianZLV93;University of the Air;http://www.u-air.ac.jp/
Theodoros Andronikos;conf/cdb/AfratiAK95;Tyumen State University;http://www.tsu.tmn.ru/
Theodoros G. Kavalieros;conf/icdt/AfratiGK99|conf/cdb/AfratiAK95;American-European School of Management ;http://www.aesom.com/
Theodoros Tzouramanis;conf/adbis/TzouramanisVM99|journals/dke/TzouramanisML99|conf/gis/TzouramanisVM98;Haramaya University;http://www.haramaya.edu.et/
Theodosios Pavlidis;journals/jacm/HorowitzP76;Pamir University;http://www.pamir.edu.af/
Thibault Estier;conf/dasfaa/Al-JadirEFL95;Fontbonne College;http://www.fontbonne.edu/
Thiel Chang;conf/icde/ChoenniBBC94|journals/dke/ChoenniBC93|conf/sac/ChoenniBC93;University of Pittsburgh at Bradford;http://www.upb.pitt.edu/
Thierry Barsalou;conf/icde/BarsalouG92|conf/sigmod/BarsalouKSW91|journals/sigmod/GangopadhyayB91;University of Pittsburgh at Bradford;http://www.upb.pitt.edu/
Thierry Coquand;journals/iandc/Breazu-TannenCGS91|conf/lics/Breazu-TannenCGS89;Osaka University;http://www.osaka-u.ac.jp/
Thierry Coupaye;conf/icde/ColletCFR97|conf/sigmod/ColletC95|conf/vldb/ColletCS94|conf/rules/CoupayeC95|conf/dexa/ColletC96;Plymouth State College;http://www.plymouth.edu/
Thierry Larue;conf/ssd/LaruePV93;Université d'Aix-Marseille III;http://www.u-3mrs.fr/
Thierry Pun;conf/dl/RauberRP97;Groupe Sup de Co Amiens Picardie;http://www.supco-amiens.fr/
Thierry Schang;conf/sigmod/HarandiSC86;Moody Bible Institute;http://www.moody.edu/
Thierry Val;conf/er/SoutouVPM98;Fachhochschulstudiengänge Wels;http://www.fh-wels.at/
Thin-Fong Tsuei;conf/sigmod/TsueiPK97;Belarussian State Technological University;http://www.bstu.unibel.by/
Thiruvengadam Radhakrishnan;conf/er/DCunhaR83|conf/aaai/GrossnerPCRS93;Osaka University;http://www.osaka-u.ac.jp/
Thodoros Topaloglou;journals/vldb/MylopoulosCPST96|conf/icde/TopaloglouIS92|conf/er/TopaloglouM96|conf/cikm/ShrufiT95|conf/cikm/Topaloglou93;Agricultural University of Georgia;http://www.agruni.edu.ge/
Thom Blum;journals/ieeemm/WoldBKW96;Johannes-Gutenberg Universität Mainz;http://www.uni-mainz.de/
Thom Peters;conf/usenix/PalayHKSWNSBP88;Universidade Estadual de Campinas;http://www.unicamp.br/
Thom W. Frühwirth;conf/iclp/YardeniFS91|conf/lics/FruhwirthSVY91;University of Pittsburgh at Bradford;http://www.upb.pitt.edu/
Thomas A. Beavin;journals/ibmsj/SockutBC97;Handelshochschule Leipzig;http://www.hhl.de/
Thomas A. Cargill;journals/spe/Cargill82;Université d'Aix-Marseille III;http://www.u-3mrs.fr/
Thomas A. Corbi;journals/ibmsj/Corbi89;Haramaya University;http://www.haramaya.edu.et/
Thomas A. DeFanti;journals/computer/DeFantiBM89;Al-Yamamah College;http://www.alyamamah.edu.sa/
Thomas A. Funkhouser;conf/sigmod/BilirisFOP96; Huaihua University;http://www.hhu.edu.cn/
Thomas A. Henzinger;journals/iandc/AlurH93|conf/podc/Henzinger90|conf/rex/AlurH91|conf/focs/HenzingerHK95|conf/lics/AlurH90|conf/lics/Henzinger96;Moscow Power Engineering Institute (Technical University);http://www.mpei.ac.ru/
Thomas A. Joseph;journals/tse/BirmanJRA85|journals/tocs/JosephB86|journals/tocs/BirmanJ87|conf/sosp/BirmanJ87;Somaliland University of Technology;http://www.somtech.org/
Thomas A. Lipkis 0002;conf/ijcai/SchmolzeL83;Harding University Graduate School of Religion;http://www.hugsr.edu/
Thomas A. Mück;journals/tkde/MuckS95|journals/vldb/MuckP97|conf/icde/MuckP97|conf/er/BreitenederM90|conf/dasfaa/MuckP97|conf/dasfaa/Muck93|journals/is/MuckV89|journals/dke/BreitenederM95|conf/pos/MuckP96;Universitas Siliwangi;http://www.unsil.ac.id/
Thomas A. Phelps;conf/ercimdl/PhelpsW97;University of Pittsburgh at Bradford;http://www.upb.pitt.edu/
Thomas A. Russ;conf/ijcai/LongR83;Arkansas State University, Mountain Home;http://www.asumh.edu/
Thomas A. Ryan Jr.;conf/ssdbm/RyanR81;Kobe Jogakuin University;http://www.kobe-c.ac.jp/
Thomas A. Standish;journals/tse/Standish84;Dayalbagh Educational Institute;http://www.dei.ac.in/
Thomas A. Varwig;journals/cacm/PremerlaniRBV90;Chongqing University of Communications;http://www.cquc.edu.cn/
Thomas Anderson 0001;journals/tse/AndersonLS78;American University in Dubai;http://www.aud.edu/
Thomas Atwood;conf/pos/Atwood90;Persian Gulf University;http://www.pgu.ac.ir/
Thomas B. Gendreau;conf/icdcs/NiXG85;Kobe Jogakuin University;http://www.kobe-c.ac.jp/
Thomas B. Steel Jr.;conf/sigmod/Steel75|conf/vldb/Steel80|conf/ds/Steel85;Schiller International University, Paris;http://www.schillerparis.com/
Thomas Baby;conf/sigmod/AltinelABFSZ99|conf/edbt/BargaLAB00;American University of Beirut;http://www.aub.edu.lb/
Thomas Baier 0003;conf/dexa/RezendeB96;Saybrook Institute;http://www.saybrook.org/
Thomas Ball;conf/popl/BallL92|conf/compcon/BallD96;Universidade Metodista de Piracicaba;http://www.unimep.br/
Thomas Bauer;journals/ife/BauerD99|conf/coopis/BauerD97;Kobe Jogakuin University;http://www.kobe-c.ac.jp/
Thomas Bergstraesser;journals/debu/BernsteinB99|conf/sigmod/BergstraesserBPS99|journals/is/BernsteinBCPSS99;Université Protestante au Congo;http://www.upc.ac.cd/
Thomas Berkel;conf/jcdkb/BerkelKSW88;University of Kalyani;http://www.klyuniv.ac.in/
Thomas Bittner;journals/amai/BittnerS98|conf/cosit/Bittner97;Prince Mohammad Bin Fahd University;http://www.pmu.edu.sa/
Thomas Bode;conf/btw/FreitagB89|conf/objekt/BodeCF92|conf/igis/BodeBC94;Trakia University Stara Zagora;http://www.uni-sz.bg/
Thomas Brinkhoff;journals/debu/KriegelBS93|conf/icde/BrinkhoffKS93|conf/icde/BrinkhoffKS96|conf/sigmod/BrinkhoffKSS94|conf/sigmod/BrinkhoffKS93|conf/sigmod/BrinkhoffKSS94a|conf/vldb/BrinkhoffK94|conf/ssd/BrinkhoffHKS93|conf/gis/BrinkhoffKSB95|conf/igis/BrinkhoffK94;Somaliland University of Technology;http://www.somtech.org/
Thomas Burns;journals/sigmod/BurnsFJKMRRRT86;Moody Bible Institute;http://www.moody.edu/
Thomas C. Conway;conf/dasfaa/KempCHHRS97|journals/jlp/SomogyiHC96;Randolph-Macon College;http://www.rmc.edu/
Thomas C. Henderson;journals/ai/MohrH86;Evangel University;http://www.evangel.edu/
Thomas C. Lowe;journals/jacm/Lowe68;Gordon Conwell Theological Seminary;http://www.gcts.edu/
Thomas C. Rakow;conf/icde/MuthRWBH93|conf/icde/MuthR91|conf/icde/RakowGN90|conf/sigmod/MuthR93|conf/sigmod/RakowM93|journals/sigmod/BohmR94|journals/debu/MuthRKN91|conf/btw/RakowNL95|conf/adb/ThimmR94;California Institute of Integral Studies;http://www.ciis.edu/
Thomas C. Redman;journals/cacm/Redman98|journals/ipm/LevitinR95;Université Hassan Ier - Settat;http://www.uh1.ac.ma/
Thomas C. Rindflesch;journals/jasis/WrightNAR99;Belarussian State Technological University;http://www.bstu.unibel.by/
Thomas Christaller;conf/ijcai/HoeppnerCMMNOW83;Czech Technical University of Prague;http://www.cvut.cz/
Thomas D. C. Little;journals/tkde/AhangerL98|journals/tkde/LittleG93|journals/tkde/ChenL96|journals/debu/LittleCCB91|conf/icde/LittleG90|journals/mms/LittleV95|journals/mms/Little93|journals/mta/CarrerLAL97|journals/computer/LittleG91|conf/spieSR/AhangerBL95|conf/icmcs/ChenKLV95|conf/icmcs/AhangerL97|conf/icmcs/WittenburgL94|conf/mm/LittleAFGRSV93|conf/fodo/ChenL93;Quantum-Veritas International University;http://www.qvius.edu/
Thomas D. Garvey;conf/dbsec/GarveyLQS92;Tokyo University of Agriculture and Technology;http://www.tuat.ac.jp/
Thomas D. Wagner;conf/sigmetrics/RostiSWAD93;Universidade Vale do Rio Doce;http://www.univale.br/
Thomas Dean;journals/jacm/Dean89;Fachhochschulstudiengänge Wels;http://www.fh-wels.at/
Thomas E. Anderson;journals/micro/AndersonCP95|journals/tocs/BershadALL90|conf/sigmetrics/Arpaci-DusseauAVLAP95|conf/usenix/LiKHA94|conf/osdi/DahlinWAP94|conf/sosp/WahbeLAG93|conf/sosp/BershadALL89;Sonoda Women's University;http://www.sonoda-u.ac.jp/
Thomas E. Bell;journals/tse/BellBD77;Lyon College;http://www.lyon.edu/
Thomas E. Bihari;journals/cacm/PaytonB91|journals/computer/BihariG92;Agricultural University of Georgia;http://www.agruni.edu.ge/
Thomas E. Cheatham Jr.;journals/computer/BalzerCG83|conf/oodbs/HsuC88|conf/icse/CheathamTH79;Universidade Estadual de Campinas;http://www.unicamp.br/
Thomas Eggenschwiler;conf/ecoop/BirrerE93;International Culinary Institute (ICI);http://www.ici-luzern.com/
Thomas Eiter;journals/tkde/CadoliEG97|journals/tods/EiterGM97|conf/pods/EiterG93|conf/pods/EiterG92|conf/pods/EiterGM94|conf/icdt/BonattiE95|journals/ai/EiterG92|journals/jacm/EiterG95|journals/tcs/EiterG93|journals/tcs/BonattiE96|journals/siamcomp/EiterG95|conf/coco/DantsinEGV97|conf/lpnmr/EiterLMPS97|conf/slp/EiterG93|conf/kr/CadoliEG94|conf/ijcai/EiterG93|conf/lid/EiterLS96;University of National and World Economy;http://www.unwe.acad.bg/
Thomas Ellman;journals/csur/Ellman89|conf/aaai/Ellman88;Universidad del Magdalena;http://www.unimagdalena.edu.co/
Thomas F. Bowen;journals/cacm/BowenGHHLMRW92;Al al-Bayt University;http://www.aabu.edu.jo/
Thomas F. Gordon;conf/icail/Gordon93|conf/sbia/KaracapilidisPG96;Universidad Adolfo Ibáñez;http://www.uai.cl/
Thomas F. Keefe;journals/tkde/KeefeTS93|conf/icde/KeefeTS90|journals/computer/KeefeTT89|conf/sp/KeefeT90|conf/dbsec/KeefeT89;Université Gaston Berger Saint-Louis;http://www.ugb.sn/
Thomas F. La Porta;journals/monet/PortaSG96;Kanazawa University;http://www.kanazawa-u.ac.jp/
Thomas Feld;conf/uml/NuttgensFZ97;Universidade Estadual de Campinas;http://www.unicamp.br/
Thomas Feyer;conf/er/FeyerST98|conf/er/FeyerT99;Western Bible College;http://www.westernbible.edu/
Thomas G. Aguierre Smith;conf/usenix/SmithP91|conf/nossdav/SmithD92; Huaihua University;http://www.hhu.edu.cn/
Thomas G. Dietterich;journals/ai/DietterichM85|journals/ai/AlmuallimD94|journals/ml/FlannD89|conf/aaai/AlmuallimD91;Grodno State University Yanka Kupaly;http://www.grsu.by/
Thomas G. Marr;conf/sigmod/WangCMSSZ94;Institut National Polytechnique de Grenoble;http://www.inpg.fr/
Thomas G. Moher;conf/pldi/WilsonLM91|conf/oopsla/WilsonM89;Quantum-Veritas International University;http://www.qvius.edu/
Thomas G. Price;journals/tods/ChamberlinAKLMPSSSWY81|journals/csur/GrayMBLLPPT81|conf/sigmod/SelingerACLP79|journals/sigops/BlasgenGMP79|journals/cacm/ChamberlinABGKLLMPPSSSTWY81|journals/jacm/Price76|journals/ibmsj/BlasgenACGKLLMPPSSSSTWY81|journals/computer/AstrahanBCGKLLMPPSSSSTTWY79;Ibaraki Prefectural University of Health Sciences;http://www.ipu.ac.jp/
Thomas G. Speer;journals/dtj/SpeerS91;Sultan Idris Shah Polytechnic;http://www.psis.edu.my/
Thomas G. Szymanski;journals/cacm/HuntS77|journals/cacm/HuntSU77|journals/jacm/StorerS82|journals/jcss/HuntRS76|journals/siamcomp/SzymanskiU77|journals/siamcomp/AhoSSU81;Bard College;http://www.bard.edu/
Thomas Graf;conf/fgcs/DincbasHSAGB88;American-European School of Management ;http://www.aesom.com/
Thomas H. Bredt;conf/ifip/PetersonB74;University of the Air;http://www.u-air.ac.jp/
Thomas H. Hinke;journals/tkde/DelugachH96|conf/ssdbm/HinkeRKGR97|conf/kdd/HinkeRRG97|conf/dbsec/GarveyHJSW89|conf/dbsec/HinkeD92|conf/dbsec/Hinke87|conf/dbsec/HinkeDC93;Ecole Nationale Supérieure du Pétrole et des Monteurs;http://www.ifp.fr/EC/EC000GP1.html
Thomas Hardjono;conf/vldb/HardjonoS90;British College of Osteopathic Medicine;http://www.bcom.ac.uk/
Thomas Hemmann;journals/ki/GebhardtGHV95;Wuhan University;http://www.whu.edu.cn/
Thomas Ho;journals/cacm/NunamakerKHS76;University of Negros Occidental-Recoletos;http://www.uno-r.edu.ph/
Thomas Hofmann;conf/sigir/Hofmann99;Fachhochschulstudiengänge Wels;http://www.fh-wels.at/
Thomas Höppler;conf/sigmod/DoppelhammerHKK97;Sonoda Women's University;http://www.sonoda-u.ac.jp/
Thomas J. Bannon;conf/sigmod/FordBB93;Universidad Técnica Estatal de Quevedo;http://www.uteq.edu.ec/
Thomas J. Cook;conf/sigmod/Cook75|conf/sigmod/Cook78;Saybrook Institute;http://www.saybrook.org/
Thomas J. E. Schwarz;conf/sigmod/LitwinS00;Universidad Agroforestal Fernando A.Meriño;http://www.uafam.edu.do/
Thomas J. Gambino;conf/vldb/GambinoG77;University of Adelaide;http://www.adelaide.edu.au/
Thomas J. Laffey;journals/aim/NguyenPLP87|journals/aim/LaffeyCSKR88|conf/ijcai/NguyenPLP85;University of East Srarajevo;http://www.unssa.rs.ba/
Thomas J. LeBlanc;conf/icde/LeBlanc84;Universität Hildesheim;http://www.uni-hildesheim.de/
Thomas J. McCabe;journals/tse/McCabe76;Bundelkhand University;http://www.bundelkhanduniversity.org/
Thomas J. Richards;journals/tkde/RoddickCR96|conf/er/RoddickCR93;Adnan Menderes University;http://www.adu.edu.tr/
Thomas J. Sager;journals/cacm/Sager85;Université Protestante au Congo;http://www.upc.ac.cd/
Thomas J. Schaefer;journals/jcss/Schaefer78|conf/stoc/Schaefer78;Universität Fridericana Karlsruhe (Technische Hochschule);http://www.uni-karlsruhe.de/
Thomas J. Szczygielski;journals/ibmsj/MaslakSS91;Universidade Estadual de Maringá;http://www.uem.br/
Thomas J. Weigert;journals/tkde/TsaiLW98|journals/tkde/WeigertT94|journals/tse/TsaiWJ92|journals/jar/WeigertTL93;Catholic University of Pusan;http://www.cup.ac.kr/
Thomas Jagodis;conf/icde/KhoshafianCJBV87;St. Petersburg State Polytechnical University;http://www.spbstu.ru/
Thomas Johnsson;journals/sigplan/HudakPWBFFGHHJKNPP92|journals/cj/AugustssonJ89;Athenaeum of Ohio;http://www.mtsm.org/
Thomas Joseph;journals/tse/JosephC88;Halmstad University College;http://www.hh.se/
Thomas K. Landauer;journals/jasis/DeerwesterDLFH90|journals/cacm/FurnasLGD87|conf/ht/EganLKLRLL91|conf/sigir/FurnasDDLHSL88;Catholic University in Ruzomberok;http://www.ku.sk/
Thomas K. W. Tsou;journals/tods/DeogunRT84;Zhengzhou University of Technology;http://www.zzut.edu.cn/
Thomas Kaczmarek;conf/aaai/KaczmarekBR86;University of Dallas;http://www.udallas.edu/
Thomas Keller 0005;conf/sigmod/KellerGM91|journals/debu/DanielsGKMSV91|conf/oodbs/MaierGSDKV92;Tyumen State University;http://www.tsu.tmn.ru/
Thomas Kirk;journals/ijcis/BrachmanSTAHKL93|journals/jiis/LevySK95;Jones College;http://www.jones.edu/
Thomas Kirsche;conf/icde/KirscheLRW94|conf/pdis/SchusterJKB94|conf/btw/Kirsche93;Fachhochschule St. Gallen;https://www.fhsg.ch/
Thomas Kistler;journals/cn/KistlerM98;Czech Technical University of Prague;http://www.cvut.cz/
Thomas Kretzberg;conf/cad/WilkesK96;East Somalia University;http://www.eastsomaliauniversity.com/
Thomas Kudrass;journals/debu/BuchmannBKZ92|conf/pdis/CastellanosKSG94|conf/rules/BrandingBKZ93;Universidad de Monterrey;http://www.udem.edu.mx/
Thomas Kunkelmann;conf/treds/KunkdelmannVT96;Pamir University;http://www.pamir.edu.af/
Thomas L. Adam;journals/cacm/AdamCD74;Coker College;http://www.coker.edu/
Thomas L. Casavant;journals/tse/CasavantK88;Les Roches Gruyère University of Applied Sciences;http://www.lrguas.ch/
Thomas L. Dean;journals/ai/DeanM87|journals/ai/DeanB88|conf/aaai/DeanB88;Lampang Vocational College   ;http://www.lampangvc.ac.th/
Thomas L. Kotlarek;conf/icde/HoganK87;Fontbonne College;http://www.fontbonne.edu/
Thomas Lee;conf/sigmod/BressanGFJHKLMPQSS97;Tashkent Medical Academy;http://www.tma.uz/
Thomas Lemke;conf/adbis/GriefahnLM97;Higher Institute of Business Administration;http://www.hiba.edu.sy/
Thomas Lengauer;journals/toplas/LengauerT79|conf/icalp/LengauerW88;University of Medicine and Pharmacy of Targu Mures;http://www.umftgm.ro/
Thomas List;conf/er/JarkeLW99;Klaipeda University;http://www.ku.lt/
Thomas Ludwig 0001;conf/icde/Ludwig90|journals/dke/LudwigW91|journals/lncs/BenzschawelGLLMW91|conf/btw/Ludwig91|conf/btw/LudwigWLMG89;Instituto Politécnico de Leiria;http://www.iplei.pt/
Thomas Lukasiewicz;conf/cikm/LukasiewiczKKG95|conf/ecsqaru/Lukasiewicz95;Reformed Theological Academy of Debrecen;http://www.drk.hu/
Thomas M. Breuel;conf/spieSR/NiblackZHBPPFUNSDYSZP98;Universität Fridericana Karlsruhe (Technische Hochschule);http://www.uni-karlsruhe.de/
Thomas M. Niccum;journals/debu/SrivastavaNH94;American-European School of Management ;http://www.aesom.com/
Thomas McGee;journals/tkde/DimitrovaMEM98|conf/cikm/DimitrovaME97;Tyumen State University;http://www.tsu.tmn.ru/
Thomas Merrow;conf/oopsla/MerrowL87;Schiller International University, Paris;http://www.schillerparis.com/
Thomas Neumann 0002;conf/vldb/NeumannH82|conf/sigmod/Neumann83;Trakia University Stara Zagora;http://www.uni-sz.bg/
Thomas O. Binford;conf/aaai/WinstonKBL83|conf/ijcai/MalikB83;Université Chrétienne Bilingue du Congo;http://www.ucbc.org/
Thomas Ohler;journals/vldb/BeckerGOSW96|conf/icde/PajarolaOSSW98|journals/jal/BeckerFGLOW96|conf/ssd/BeckerGOSW93|conf/stacs/BeckerFGOTW92;Universidade Federal do Rio de Janeiro;http://www.ufrj.br/
Thomas Olnhoff;conf/ifip/NeuholdO80;Tashkent Medical Academy;http://www.tma.uz/
Thomas Ottmann;journals/tods/CulikOW81|journals/tc/BentleyO79|journals/tc/OttmannRS82|journals/cacm/OttmannSW78|journals/isci/OttmannSW84|journals/cj/OttmannW80|journals/siamcomp/OttmannPRSW84|conf/wg/IckingKO87|conf/mfcs/OttmannW79;University of South Africa;http://www.unisa.ac.za/
